,0
symbol,WKEY
price,5.75
beta,1.430703
volAvg,127883
mktCap,83678600
lastDiv,0.0
range,3.9-22.27
changes,-0.1
companyName,WISeKey International Holding AG
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Semiconductors
website,http://www.wisekey.com
description,
ceo,Mr. Carlos Creus Moreira
sector,Technology
country,Switzerland
fullTimeEmployees,
phone,41-22-594-3000
address,General-Guisan-Strasse 6
city,Zug
state,
zip,6300
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/WKEY.jpg
ipoDate,
defaultImage,True
