,0
symbol,RBKB
price,7.66
beta,0.0
volAvg,8681
mktCap,87213696
lastDiv,0.0
range,5.9-11.44
changes,0.5
companyName,Rhinebeck Bancorp Inc
currency,USD
cik,0001751783
isin,US7620931029
cusip,762093102
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Rhinebeck Bancorp, Inc. operates as a bank holding company, which through its subsidiary, engages in the provision of financial services. The company is headquartered in Poughkeepsie, New York. The firm is a New York chartered stock savings bank. The firm provides a full range of banking and financial services to consumer and commercial customers through its eleven branches and two representative offices located in Dutchess, Ulster, Orange, and Albany counties. Its financial services including investment advisory and financial product sales are offered through a division of the Bank doing business as Rhinebeck Asset Management (RAM). The Company’s primary business activity is accepting deposits from the general public and using those funds, primarily to originate indirect automobile loans, commercial real estate loans (which include multi-family real estate loans and commercial construction loans), commercial business loans and one-to four-family residential real estate loans, and to purchase investment securities."
ceo,Mr. Michael J. Quinn
sector,Financial Services
country,US
fullTimeEmployees,156
phone,18454548555
address,2 Jefferson Plz
city,Poughkeepsie
state,NEW YORK
zip,12601
dcfDiff,
dcf,8.09863
image,https://financialmodelingprep.com/image-stock/RBKB.jpg
ipoDate,2019-01-17
defaultImage,True
