,0
symbol,YGYI
price,0.5258
beta,2.54913
volAvg,1183455
mktCap,15942466
lastDiv,0.0
range,0.41-4.46
changes,0.0219
companyName,Youngevity International Inc
currency,USD
cik,0001569329
isin,US9875372065
cusip,987537206
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Packaged Foods
website,http://ygyi.com/
description,"Youngevity International, Inc. engages in the provision of nutritional health products and services. The company is headquartered in Chula Vista, California and currently employs 469 full-time employees. The firm operates through two segments: the direct selling segment where products are offered through a global distribution network of customers and distributors, and the commercial coffee segment where products are sold directly to businesses. The firm offers over 2,500 products to support a healthy lifestyle. All of these products, which are sold through its direct selling network, are categorized into over 11 sub-product lines. In the direct selling segment, the Company sells health and wellness, beauty product and skin care, scrap booking and story booking items, and packaged food products on a global basis, and offers a range of products through an international direct selling network. The firm is engaged in the commercial sale of coffee through its subsidiary CLR Roasters, LLC (CLR) and its subsidiary. Its brands include Cafe La Rica, Javalution Daily Grind, Javalution Royal Roast, SOZO Global and Integris."
ceo,Mr. Stephan Wallach
sector,Consumer Defensive
country,US
fullTimeEmployees,469
phone,16199343980
address,2400 Boswell Rd
city,Chula Vista
state,CALIFORNIA
zip,91914
dcfDiff,-5.82
dcf,0.0
image,https://financialmodelingprep.com/image-stock/YGYI.png
ipoDate,2017-06-21
defaultImage,False
