,0
symbol,BKEPP
price,5.96
beta,1.834738
volAvg,21636
mktCap,249964192
lastDiv,0.716
range,2.84-6.09
changes,-0.01
companyName,Blueknight Energy Partners L.P. L.L.C. Series A Preferred Units
currency,USD
cik,
isin,
cusip,
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Oil & Gas Midstream
website,http://www.bkep.com
description,
ceo,Mr. Mark A. Hurley
sector,Energy
country,United States
fullTimeEmployees,270
phone,918-237-4000
address,6060 American Plaza
city,Tulsa
state,OK
zip,74135
dcfDiff,-5.52
dcf,0.0
image,https://financialmodelingprep.com/image-stock/BKEPP.jpg
ipoDate,
defaultImage,True
