,0
symbol,UONEK
price,1.03
beta,0.82239
volAvg,1775604
mktCap,90298864
lastDiv,0.0
range,0.56-6.84
changes,0.02
companyName,Urban One Inc
currency,USD
cik,
isin,US91705J2042
cusip,91705J204
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Broadcasting
website,https://urban1.com/
description,"Urban One, Inc. is a multi-media company, which engages in the radio broadcasting operation that targets African-American and urban listeners. The company is headquartered in Silver Spring, Maryland and currently employs 1,042 full-time employees. The firm's radio broadcasting franchise business primarily targets African-American and urban listeners. The company operates through four segments: radio broadcasting; Reach Media, Inc. (Reach Media); Internet, and cable television. The radio broadcasting segment consists of its radio broadcast operations. The Reach Media segment consists of the results of operations for the Tom Joyner Morning Show, and related activities and operations of other syndicated radio shows, including the Rickey Smiley Morning Show, the Russ Parr Morning Show and the DL Hughley Show. The Internet segment includes the results of its online business, which includes Websites from all of its business divisions. The cable television segment consists of the operations of TV One, LLC. The company owns and/or operates approximately 60 broadcast stations located in over 20 urban markets in the United States."
ceo,Mr. Alfred Liggins
sector,Communication Services
country,US
fullTimeEmployees,999
phone,13014293200
address,1010 Wayne Ave Fl 14
city,Silver Spring
state,MARYLAND
zip,20910
dcfDiff,100.96
dcf,1.87015
image,https://financialmodelingprep.com/image-stock/UONEK.png
ipoDate,1999-05-06
defaultImage,False
