,0
symbol,IGI
price,20.86
beta,0.3852
volAvg,29693
mktCap,226111984
lastDiv,0.8759999999999999
range,15.05-23.8
changes,0.09
companyName,Western Asset Investment Grade Defined Opportunity Trust Inc
currency,USD
cik,
isin,US95790A1016
cusip,95790A101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.leggmason.com
description,"Western Asset Investment Grade Defined Opportunity Trust Inc. is a non-diversified, closed-end management investment company. The Fund's primary investment objective is to provide current income and then to liquidate and distribute substantially all of the Fund's net assets to stockholders on or about December 2, 2024. As a secondary investment objective, the Fund will seek capital appreciation. The Fund seeks to achieve its investment objectives by investing, under normal market conditions, at least 80% of its net assets in investment grade corporate fixed-income securities of varying maturities. The Fund's investment portfolio sectors include corporate bonds and notes; consumer discretionary; consumer staples; financials; energy; healthcare; industrials; information technology; utilities; materials; telecommunication services, and real estate. Legg Mason Partners Fund Advisor, LLC is the Fund's investment manager."
ceo,Ms. Jane Trust
sector,Financial Services
country,US
fullTimeEmployees,
phone,18887770102
address,620 8th Ave Fl 49
city,New York City
state,NEW YORK
zip,10018
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/IGI.png
ipoDate,2009-06-26
defaultImage,False
