,0
symbol,AERI
price,13.0
beta,0.66174
volAvg,748686
mktCap,608592380
lastDiv,0.0
range,9.01-26.26
changes,-0.05
companyName,Aerie Pharmaceuticals Inc
currency,USD
cik,0001337553
isin,US00771V1089
cusip,00771V108
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Drug Manufacturers General Specialty & Generic
website,http://www.aeriepharma.com/
description,"Aerie Pharmaceuticals, Inc. engages in the discovery, development, and commercialization of therapies for the treatment of patients with open-angle glaucoma, retinal diseases and other diseases of the eye. The company is headquartered in Durham, North Carolina and currently employs 353 full-time employees. The firm is engaged in the discovery, development and commercialization of therapies for the treatment of patients with glaucoma and other diseases of the eye. The firm's product candidates include Rhopressa (netarsudil ophthalmic solution) 0.02% (Rhopressa), and Roclatan (netarsudil/latanoprost ophthalmic solution) 0.02%/0.005% (Roclatan). The firm's product candidates are designed to lower intraocular pressure (IOP) in patients with open-angle glaucoma and ocular hypertension. Its Rhopressa is a once-daily eye drop. Rhopressa inhibits Rho kinase (ROCK), and the norepinephrine transporter (NET), which are both biochemical targets for lowering IOP. Its Roclatan is a once-daily, fixed-dose combination of Rhopressa and latanoprost, which is a prescribed drug for the treatment of patients with open-angle glaucoma. The firm is engaged in conducting Phase III clinical trial for Roclatan."
ceo,Dr. Vicente Anido
sector,Healthcare
country,US
fullTimeEmployees,380
phone,19192375300
address,4301 Emperor Blvd Ste 400
city,Durham
state,NORTH CAROLINA
zip,27703
dcfDiff,
dcf,12.3186
image,https://financialmodelingprep.com/image-stock/AERI.png
ipoDate,2013-10-25
defaultImage,False
