,0
symbol,ARR
price,10.18
beta,1.06255
volAvg,918895
mktCap,658953470
lastDiv,1.44
range,4.95-21.15
changes,-0.03
companyName,ARMOUR Residential REIT Inc
currency,USD
cik,0001428205
isin,US0423155078
cusip,042315507
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Mortgage
website,http://www.armourreit.com/
description,"ARMOUR Residential REIT, Inc. operates as a real estate investment trust, which engages in the business of investing in fixed rate, hybrid adjustable rate and adjustable rate residential mortgage backed securities. The company is headquartered in Vero Beach, Florida and currently employs 0 full-time employees. The firm invests in and manages a leveraged portfolio of mortgage-backed securities (MBS) and mortgage loans. The firm invests in residential mortgage backed securities issued or guaranteed by a United States Government-sponsored enterprise (GSE), such as the Federal National Mortgage Association or the Federal Home Loan Mortgage Corporation, or a government agency, such as the Government National Mortgage Association (collectively, Agency Securities). The firm also invests in Interest-Only Securities, which are the interest portions of Agency Securities that are separated and sold individually from the principal portion of the same payment. The firm raises funds for additional funding through equity offerings (including preferred equity), unsecured debt securities and convertible securities (including warrants, preferred equity and debt), among others. The company is managed by ARMOUR Capital Management LP."
ceo,Mr. Jeffrey Zimmer
sector,Real Estate
country,US
fullTimeEmployees,0
phone,17726174340
address,3001 Ocean Dr Ste 201
city,Vero Beach
state,FLORIDA
zip,32963
dcfDiff,43.88
dcf,12.5665
image,https://financialmodelingprep.com/image-stock/ARR.png
ipoDate,2007-12-03
defaultImage,False
