,0
symbol,COKE
price,254.41
beta,1.00607
volAvg,28446
mktCap,2384760580
lastDiv,1.0
range,188.08-295.56
changes,-5.59
companyName,Coca-Cola Consolidated Inc
currency,USD
cik,0000317540
isin,US1910981026
cusip,191098102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Beverages Non-Alcoholic
website,http://www.cokeconsolidated.com
description,"Coca-Cola Consolidated, Inc. engages in the production, marketing and distribution of nonalcoholic beverages. The company is headquartered in Charlotte, North Carolina and currently employs 14,200 full-time employees. The firm is an independent Coca-Cola bottler in the United States. The firm's segments include Nonalcoholic Beverages and All Other. Majority of its total bottle/can volume to retail customers consist of products of The Coca-Cola Company. The company also distributes products for various other beverage brands, including Dr Pepper, Sundrop and Monster Energy. The firm's product offerings include both sparkling and still beverages. Sparkling beverages are carbonated beverages and the Company's principal sparkling beverage is Coca-Cola. Still beverages include energy products and noncarbonated beverages, such as bottled water, tea, ready to drink coffee, enhanced water, juices and sports drinks. There are two main categories of sales, which include bottle/can sales and other sales."
ceo,Mr. J. Frank Harrison
sector,Consumer Defensive
country,US
fullTimeEmployees,14800
phone,17045514400
address,4100 COCA COLA PLZ
city,Charlotte
state,NORTH CAROLINA
zip,28211
dcfDiff,
dcf,250.011
image,https://financialmodelingprep.com/image-stock/COKE.png
ipoDate,1972-05-10
defaultImage,False
