,0
symbol,MBCN
price,23.0
beta,0.78018
volAvg,6935
mktCap,146716080
lastDiv,0.6
range,12.0-28.8
changes,0.39
companyName,Middlefield Banc Corp
currency,USD
cik,0000836147
isin,US5963042040
cusip,596304204
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.middlefieldbank.com/company/mbc.asp
description,"Middlefield Banc Corp. is a holding company, which engages in the provision of personal and commercial banking solutions. The company is headquartered in Middlefield, Ohio and currently employs 200 full-time employees. The firm's subsidiaries include The Middlefield Banking Company (MBC) and EMORECO Inc. MBC is engaged in the general commercial banking business in northeastern and central Ohio. MBC offers customers a range of banking services, including checking, savings, money market accounts, time certificates of deposit, commercial loans, real estate loans, various consumer loans, safe deposit facilities and travelers' checks. MBC offers online banking and bill payment services to individuals, and online cash management services to business customers through its Website at www.middlefieldbank.com. EMORECO engages in the resolution and disposition of troubled assets in central Ohio. MBC's loan products include operational and working capital loans, loans to finance capital purchases, term business loans, residential construction loans, selected guaranteed or subsidized loan programs for small businesses, and consumer installment loans."
ceo,Mr. Thomas Caldwell
sector,Financial Services
country,US
fullTimeEmployees,194
phone,14406321666
address,"15985 E High St, PO Box 35"
city,Middlefield
state,OHIO
zip,44062
dcfDiff,
dcf,25.9397
image,https://financialmodelingprep.com/image-stock/MBCN.jpg
ipoDate,2001-08-14
defaultImage,True
