,0
symbol,GSS
price,3.91
beta,0.6498
volAvg,417287
mktCap,437798784
lastDiv,0.0
range,1.85-5.2
changes,0.0
companyName,Golden Star Resources Ltd
currency,USD
cik,0000903571
isin,CA38119T8077
cusip,38119T807
exchange,NYSE American
exchangeShortName,AMEX
industry,Gold
website,http://www.gsr.com/
description,"Golden Star Resources Ltd. engages in gold mining and exploration activities. The company is headquartered in Toronto, Ontario and currently employs 690 full-time employees. The firm's segments include Wassa, Bogoso/Prestea, Other and Corporate. The Company, through its subsidiary, Golden Star (Wassa) Limited, owns and operates the Wassa open-pit gold mine, the Wassa underground mine and a carbon-in-leach (CIL) processing plant (Wassa). The Wassa mine is located in the southwestern region of Ghana approximately 35 kilometers northeast of the town of Tarkwa. The Company, through its subsidiary Golden Star (Bogoso/Prestea) Limited, owns and operates the Bogoso gold mining and processing operations (Bogoso), the Prestea open-pit mining operations and the Prestea underground development project. The Prestea Underground is located 16 kilometers south of the existing Bogoso processing plant. The firm holds interests in various gold exploration projects in Ghana and other parts of West Africa, and in South America the Company holds and manages exploration properties in Brazil."
ceo,Mr. Andrew Wray
sector,Basic Materials
country,CA
fullTimeEmployees,652
phone,1442081677000
address,"333 BAY STREET, SUITE 2400"
city,TORONTO
state,ONTARIO
zip,M5H 1J9
dcfDiff,21.96
dcf,5.58244
image,https://financialmodelingprep.com/image-stock/GSS.png
ipoDate,1987-07-28
defaultImage,False
