,0
symbol,NWGI
price,1.5
beta,3.32067
volAvg,455363
mktCap,25050150
lastDiv,0.0
range,1.09-4.5
changes,-0.02
companyName,Newgioco Group Inc
currency,USD
cik,0001080319
isin,US65136T2050
cusip,65136T205
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Gambling
website,http://www.newgiocogroup.com/
description,"Newgioco Group, Inc. is a vertically integrated commercial-stage company engaged in various aspects of the leisure gaming industry. The company is headquartered in Boca Raton, Florida and currently employs 0 full-time employees. The firm offers Web-based and land-based gaming services in Italy. The firm's product offering includes a range of online and offline lottery and casino gaming, as well as sports betting and online poker. The firm's Website and shops offer gaming line-up, including sports betting, online casino, poker, bingo, skilled and interactive games, virtual sports and horse racing. Its sports betting offer both pre-live and live in-game betting opportunities for a range of sports. Its online casino offers casino games, live casino, poker, bingo and interactive skilled games. The firm offers poker games, such as Texas Hold'em and Omaha in both cash and tournament format. The firm has approximately 1,070 Web-based betting shops, over three corner and approximately two agency locations operating under its license."
ceo,Mr. Michele Ciavarella
sector,Consumer Cyclical
country,CA
fullTimeEmployees,0
phone,393913064134
address,"130 Adelaide Street West, Suite 701"
city,TORONTO
state,ONTARIO
zip,M5H 2K4
dcfDiff,
dcf,2.38307
image,https://financialmodelingprep.com/image-stock/NWGI.png
ipoDate,2004-07-12
defaultImage,False
