,0
symbol,GOGL
price,3.77
beta,1.78486
volAvg,279532
mktCap,540761280
lastDiv,0.2
range,2.52-6.04
changes,0.11
companyName,Golden Ocean Group Ltd
currency,USD
cik,
isin,BMG396372051
cusip,G39637205
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Transportation & Logistics
website,http://www.goldenocean.no
description,"Golden Ocean Group Ltd. engages in the ownership and operation of dry bulk vessels. The firm is engaged in the transportation of dry bulk cargoes. The company owns and operates a fleet of dry bulk carrier vessels, focusing on the Capesize, Panamax and Supramax markets. Its vessels transport a range of major and minor bulk commodities, including ores, coal, grains and fertilizers. Its fleet includes owned vessels, bareboat vessels, chartered vessels, commercial management vessels and newbuildings. The company owns over 40 dry bulk carriers and has contracts for over 20 newbuildings. The company also has over 10 vessels chartered-in (of which over eight are chartered in from Ship Finance and over five are chartered in from third parties) and over one vessel chartered-in through a joint venture. Approximately six of the vessels are chartered-out on fixed rate time charters and the other operates in the spot market or fixed on index-linked time charter contracts."
ceo,Mr. Ola Lorentzon
sector,Industrials
country,BM
fullTimeEmployees,37
phone,14412956935
address,"Par La Ville Place, 14 Par-La-Ville Road"
city,Hamilton
state,
zip,
dcfDiff,
dcf,6.30495
image,https://financialmodelingprep.com/image-stock/GOGL.png
ipoDate,1997-02-07
defaultImage,False
