,0
symbol,MUI
price,14.2037
beta,0.21846
volAvg,61103
mktCap,543949180
lastDiv,0.5805
range,10.46-14.93
changes,-0.0023
companyName,BlackRock Muni Intermediate Duration Fund Inc
currency,USD
cik,
isin,US09253X1028
cusip,09253X102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.blackrock.com
description,"BlackRock Muni Intermediate Duration Fund, Inc. (the Fund) is a closed-end management investment company. The Fund's investment objective is to provide common shareholders with high current income exempt from federal income taxes. The Fund seeks to achieve its investment objective by investing approximately 80% of its assets in municipal bonds exempt from federal income taxes (except that the interest may be subject to the federal alternative minimum tax). Under normal market conditions, the Fund invests approximately 80& of its assets in municipal bonds rated investment grade and invests over 80% of its assets in municipal bonds with a duration of 3 to 10 years at the time of investment. The Fund invests in a range of sectors, including transportation, health, state, utilities, county/city/special district/school district, corporate, education, tobacco and housing. BlackRock Advisors, LLC is an investment advisor of the Fund."
ceo,Mr. John Perlowski
sector,Financial Services
country,US
fullTimeEmployees,
phone,18004417762
address,100 Bellevue Pkwy
city,Wilmington
state,DELAWARE
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MUI.png
ipoDate,2003-07-30
defaultImage,False
