,0
symbol,DUC
price,9.19
beta,0.28704
volAvg,31269
mktCap,252676288
lastDiv,0.57
range,7.97-9.49
changes,0.02
companyName,Duff & Phelps Utility and Corporate Bond Trust Inc
currency,USD
cik,
isin,US26432K1088
cusip,26432K108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.ducfund.com/index.html
description,"Duff & Phelps Utility and Corporate Bond Trust Inc. is a diversified, closed-end management investment company. The Fund's investment objective is to seek high current income consistent with investing in securities of investment grade quality. The Fund seeks to achieve its investment objective by investing substantially all of its assets in a diversified portfolio of income securities. In normal market conditions, approximately 80% of the Fund's total assets will be invested, in the aggregate, in utility and corporate bonds, and over 25% of the Fund's total assets will be invested in utility income securities. The Fund invests in various industries, including financial; industrial; telecommunications; electric, gas and water, and oil and gas storage, transportation and production. The Fund's investment advisor is Duff & Phelps Investment Management Co."
ceo,Mr. Nathan Partain
sector,Financial Services
country,US
fullTimeEmployees,
phone,13122632610
address,200 S Wacker Dr Ste 500
city,Chicago
state,ILLINOIS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/DUC.jpg
ipoDate,1993-01-22
defaultImage,True
