,0
symbol,WIT
price,5.06
beta,0.207518
volAvg,1493878
mktCap,26821341200
lastDiv,0.014
range,2.52-5.5
changes,0.09
companyName,Wipro Limited
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Software Application
website,http://www.wipro.com
description,
ceo,Abidali Z. Neemuchwala
sector,Technology
country,
fullTimeEmployees,
phone,
address,
city,
state,
zip,
dcfDiff,1336.11
dcf,1340.55
image,https://financialmodelingprep.com/image-stock/WIT.jpg
ipoDate,
defaultImage,True
