,0
symbol,MANT
price,76.63
beta,0.66562
volAvg,162836
mktCap,3092495620
lastDiv,1.23
range,55.25-93.99
changes,1.07
companyName,ManTech International Corp
currency,USD
cik,0000892537
isin,US5645631046
cusip,564563104
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Software Application
website,http://www.mantech.com/
description,"ManTech International Corp. engages in the provision of information technology and technical services solutions. The company is headquartered in Herndon, Virginia and currently employs 7,800 full-time employees. The company delivers an array of information technology (IT) and technical services solutions. Its solutions and services include cybersecurity; software and systems development; enterprise IT; multi-disciplined intelligence; command, control, communications, computers, intelligence, surveillance and reconnaissance; program protection and mission assurance; systems engineering; supply chain management and logistics; test and evaluation; training, and management consulting. The company supports programs of national significance, such as military readiness and wellness, terrorist threat detection, information security and border protection."
ceo,Mr. Kevin Phillips
sector,Technology
country,US
fullTimeEmployees,8900
phone,17032186000
address,2251 Corporate Park Dr
city,Herndon
state,VIRGINIA
zip,20171
dcfDiff,-7.9
dcf,69.1174
image,https://financialmodelingprep.com/image-stock/MANT.png
ipoDate,2002-02-07
defaultImage,False
