,0
symbol,TGLS
price,6.0
beta,1.49257
volAvg,77300
mktCap,286048800
lastDiv,0.22400000000000003
range,2.15-8.5
changes,0.08
companyName,Tecnoglass Inc
currency,USD
cik,0001534675
isin,KYG872641009
cusip,G87264100
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Building Products & Equipment
website,http://tecnoglassinc.com/
description,"Tecnoglass, Inc. is a holding company, which engages in the manufacture, supply, and installation of architectural glass, windows, and associated aluminum products for the global commercial and residential construction industries. The firm is a manufacturer of architectural glass and windows for the western hemisphere residential and commercial construction industries. The company manufactures a range of glass products installed primarily in commercial and residential buildings, including tempered safety, double thermo-acoustic and laminated glass. Its products are installed in hotels, residential buildings, commercial and corporate centers, universities, airports and hospitals in a range of applications, such as floating facades, windows, doors, handrails, interior and bathroom spatial dividers. Tecnoglass also produces aluminum products, such as profiles, rods, bars, plates and other hardware used in the manufacture of windows. The company designs, manufactures, markets and installs architectural systems for high, medium and low rise construction, glass and aluminum windows and doors, office dividers and interiors, floating facades and commercial display windows."
ceo,Mr. Jose Daes
sector,Industrials
country,CO
fullTimeEmployees,5528
phone,5753734000
address,Barrio Las Flores
city,BARRANQUILLA
state,
zip,
dcfDiff,
dcf,6.79642
image,https://financialmodelingprep.com/image-stock/TGLS.jpg
ipoDate,2012-03-19
defaultImage,True
