,0
symbol,USX
price,7.76
beta,0.0
volAvg,424261
mktCap,384766432
lastDiv,0.0
range,2.65-11.34
changes,0.47
companyName,US Xpress Enterprises Inc
currency,USD
cik,
isin,US90338N2027
cusip,90338N202
exchange,NYSE
exchangeShortName,NYSE
industry,Trucking
website,
description,"U.S. Xpress Enterprises, Inc. is an asset-based truckload carrier in the United States. The Company offers its customers a broad portfolio of services using its own truckload fleet and third party carriers through its non-asset based truck brokerage network. The Company organizes its service offerings into two reportable segments: Truckload and Brokerage. The Truckload segment offers asset based truckload services, including the over-the-road (OTR) and dedicated contract services. It Transports a full trailer of freight for a single customer from origin to destination, typically without intermediate stops or handling. Its Brokerage segment is principally engaged in non-asset based freight brokerage services and offers loads via contracts to third-party carriers. The Company’s fleet consists of approximately 6,900 tractors and approximately 15,500 trailers, including approximately 2,000 tractors provided by independent contractors."
ceo,Mr. Eric Fuller
sector,Industrials
country,US
fullTimeEmployees,8572
phone,14235103000
address,4080 Jenkins Rd
city,Chattanooga
state,TENNESSEE
zip,37421
dcfDiff,
dcf,9.43657
image,https://financialmodelingprep.com/image-stock/USX.jpg
ipoDate,2018-06-14
defaultImage,True
