,0
symbol,WAFD
price,24.25
beta,0.94829
volAvg,376649
mktCap,1835467900
lastDiv,0.88
range,20.01-38.18
changes,0.48
companyName,Washington Federal Inc
currency,USD
cik,0000936528
isin,US9388241096
cusip,938824109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.washingtonfederal.com/
description,"Washington Federal, Inc. is a bank holding company for ""Washington Federal, NA., which engages in the provision of lending, depository, insurance, banking, financial products and services. The company is headquartered in Seattle, Washington and currently employs 1,971 full-time employees. The firm conducts its operations through a federally insured national bank subsidiary, Washington Federal, National Association (the Bank). The business of the Bank consists primarily of accepting deposits from the general public and investing these funds in loans of various types, including first lien mortgages on single-family dwellings, construction loans, land acquisition and development loans, loans on multi-family, commercial real estate and other income producing properties, home equity loans and business loans. As of September 30, 2016, Washington Federal had 238 branches located in Washington, Oregon, Idaho, Arizona, Utah, Nevada, New Mexico and Texas. Through its subsidiaries, the Company is also engaged in real estate investment and insurance brokerage activities. The Bank offers various consumer checking account products, both interest bearing and non-interest bearing, and business checking accounts."
ceo,Mr. Brent Beardall
sector,Financial Services
country,US
fullTimeEmployees,2060
phone,12066247930
address,425 Pike St
city,Seattle
state,WASHINGTON
zip,98101
dcfDiff,
dcf,27.5572
image,https://financialmodelingprep.com/image-stock/WAFD.png
ipoDate,1982-11-09
defaultImage,False
