,0
symbol,KT
price,10.6
beta,0.232581
volAvg,600310
mktCap,5165825500
lastDiv,0.444444
range,6.66-11.85
changes,0.07
companyName,KT Corporation
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Telecom Services
website,http://www.kt.com
description,
ceo,Mr. Hyeon-Mo Ku
sector,Communication Services
country,South Korea
fullTimeEmployees,
phone,82 3 1727 0114
address,"90, Buljeong-ro"
city,Seongnam
state,
zip,13606
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/KT.jpg
ipoDate,
defaultImage,True
