,0
symbol,KELYB
price,19.7246
beta,0.761382
volAvg,34532
mktCap,770361980
lastDiv,0.15
range,10.35-90.36
changes,-0.6254
companyName,Kelly Services Inc. Class B Common Stock
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Staffing & Employment Services
website,http://www.kellyservices.com
description,
ceo,Mr. Peter W. Quigley
sector,Industrials
country,United States
fullTimeEmployees,7700
phone,248 362 4444
address,999 West Big Beaver Road
city,Troy
state,MI
zip,48084-4782
dcfDiff,3.935
dcf,32.86
image,https://financialmodelingprep.com/image-stock/KELYB.jpg
ipoDate,
defaultImage,True
