,0
symbol,AZN
price,56.84
beta,0.196299
volAvg,4346875
mktCap,150274163000
lastDiv,1.4
range,36.15-64.94
changes,-1.18
companyName,Astrazeneca PLC
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Drug Manufacturers General
website,http://www.astrazeneca.com
description,
ceo,Mr. Pascal Soriot M.B.A.
sector,Healthcare
country,United Kingdom
fullTimeEmployees,70600
phone,44 20 3749 5000
address,1 Francis Crick Avenue
city,Cambridge
state,
zip,CB2 0AA
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/AZN.jpg
ipoDate,
defaultImage,True
