,0
symbol,WHLM
price,3.73
beta,0.22719
volAvg,32978
mktCap,19236878
lastDiv,0.0
range,2.32-12.92
changes,0.13
companyName,Wilhelmina International Inc
currency,USD
cik,0001013706
isin,US9682352003
cusip,968235200
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Business Services
website,http://www.wilhelmina.com/
description,"Wilhelmina International, Inc. engages in the business of fashion model management. The company is headquartered in Dallas, Texas and currently employs 92 full-time employees. The firm provides fashion model and talent management services, specializing in the representation and management of models, entertainers, artists, athletes and other talent to various customers and clients, including retailers, designers, advertising agencies and catalog companies. The firm conducts its business through operating divisions and subsidiaries engaged in fashion model management and other complementary businesses. These business activities are focused on fashion model management, hair and make-up artist representation, celebrity management, licensing and branding associations (including contests, consumer products, events and television). The company is focused on providing fashion modeling and talent product-endorsement services to clients, such as advertising agencies, branded consumer goods companies, fashion designers, magazines, retailers, department stores, product catalogs and Internet sites."
ceo,Mr. William Wackermann
sector,Industrials
country,US
fullTimeEmployees,114
phone,12146617488
address,200 Crescent Ct Ste 1400
city,Dallas
state,TEXAS
zip,
dcfDiff,
dcf,4.69896
image,https://financialmodelingprep.com/image-stock/WHLM.png
ipoDate,1996-07-30
defaultImage,False
