,0
symbol,BBDO
price,3.82
beta,1.213032
volAvg,15044
mktCap,35838403000
lastDiv,0.178293
range,2.58-8.85
changes,-0.22
companyName,Banco Bradesco Sa American Depositary Shares (each representing one)
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Banks Regional
website,http://banco.bradesco
description,
ceo,Mr. Octavio de Lazari Junior Junior
sector,Financial Services
country,Brazil
fullTimeEmployees,97329
phone,
address,Cidade de Deus
city,Osasco
state,SP
zip,06029-900
dcfDiff,-7.57
dcf,0.0
image,https://financialmodelingprep.com/image-stock/BBDO.jpg
ipoDate,
defaultImage,True
