,0
symbol,NSL
price,4.91
beta,0.60151
volAvg,629553
mktCap,189582464
lastDiv,0.4399999999999999
range,3.13-6.16
changes,0.01
companyName,Nuveen Senior Income Fund
currency,USD
cik,
isin,US67067Y1047
cusip,67067Y104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.nuveen.com/CEF/Product/Overview.aspx
description,"Nuveen Senior Income Fund is a diversified, closed-end management investment fund. The Fund's investment objective is to achieve a high level of current income, consistent with capital preservation by investing primarily in adjustable rate United States dollar-denominated secured Senior Loans. The Fund focuses on investing in industries, including media, software, food and staples retailing, health care equipment and supplies, and hotels restaurants and leisure. The Fund invests at least 80% of its managed assets in adjustable rate senior secured loans. Up to 20% may include United States dollar denominated senior loans of non-United States borrowers, senior loans that are not secured, other debt securities, and equity securities and warrants. The Fund's investment advisor is Nuveen Fund Advisors, LLC. The Fund's investment manager is Symphony Asset Management, LLC."
ceo,
sector,Financial Services
country,US
fullTimeEmployees,0
phone,
address,333 W Wacker Dr
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/NSL.jpg
ipoDate,1999-10-27
defaultImage,True
