,0
symbol,HECCU
price,10.12
beta,0.0
volAvg,49903
mktCap,
lastDiv,
range,10.0-10.665
changes,0.02
companyName,Hudson Executive Investment Corp
currency,USD
cik,
isin,US4437612009
cusip,443761200
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,"Hudson Executive Investment Corp. is a blank check company. The Company’s business purpose is to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. It pursues initial business combination in any industry, sector or geographic region. The Company focuses its search for an initial business combination in two industry sectors: financial technology and healthcare. In healthcare industry, it focuses on healthcare information technology, services and products."
ceo,Mr. Douglas G. Bergeron
sector,Financial Services
country,US
fullTimeEmployees,
phone,12125218495
address,"570 Lexington Avenue, 35Th Floor"
city,New York City
state,NEW YORK
zip,10022
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/HECCU.jpg
ipoDate,2020-06-09
defaultImage,True
