,0
symbol,CCJ
price,9.62
beta,0.60237
volAvg,1924341
mktCap,3827143680
lastDiv,0.06
range,5.3-12.33
changes,-0.51
companyName,Cameco Corp
currency,CAD
cik,0001009001
isin,CA13321L1085
cusip,13321L108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Uranium
website,https://www.cameco.com/
description,"Cameco Corp. engages in the provision of uranium. The company is headquartered in Saskatoon, Saskatchewan and currently employs 1,897 full-time employees. The firm is primarily engaged in the exploration for and the development, mining, refining, conversion, fabrication and trading of uranium for sale as fuel for generating electricity in nuclear power reactors in Canada and other countries. The firm operates through three segments: uranium, fuel services and NUKEM. The uranium segment involves the exploration for, mining, milling, purchase and sale of uranium concentrate. The fuel services segment involves the refining, conversion and fabrication of uranium concentrate, and the purchase and sale of conversion services. The NUKEM segment acts as a market intermediary between uranium producers and nuclear-electric utilities. Cameco conducts a portion of its exploration, development, mining and milling activities through joint operations located around the world. Cameco's Canadian uranium joint operation interests are McArthur River, Key Lake and Cigar Lake."
ceo,Mr. Timothy Gitzel
sector,Energy
country,CA
fullTimeEmployees,1885
phone,13069566200
address,2121 11th St W
city,Saskatoon
state,SASKATCHEWAN
zip,S7M 1J3
dcfDiff,1.17
dcf,12.4363
image,https://financialmodelingprep.com/image-stock/CCJ.png
ipoDate,1991-01-01
defaultImage,False
