,0
symbol,BEN
price,19.81
beta,1.22536
volAvg,3444883
mktCap,9810506800
lastDiv,1.08
range,14.91-28.0
changes,-0.55
companyName,Franklin Resources Inc
currency,USD
cik,0000038777
isin,US3546131018
cusip,354613101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.franklinresources.com/
description,"Franklin Resources, Inc. is a holding company, which engages in the provision of investment management and related services. The company is headquartered in San Mateo, California and currently employs 9,600 full-time employees. The Company, along with its subsidiaries, operates as Franklin Templeton Investments. The company is a global investment management company that provides investment management and related services to retail, institutional and high net-worth clients in jurisdictions around the world. The firm offers its investment products and services under the Franklin, Templeton, Franklin Mutual Series, Franklin Bissett, Fiduciary Trust, Darby, Balanced Equity Management, K2 and LibertyShares brand names. Its products include investment funds and institutional, high net-worth and separately managed accounts (collectively, sponsored investment products (SIPs)). The company offers various types of SIPs, such as the United States funds, cross-border funds, local/regional funds, and other managed accounts, alternative investment products and trusts. Its investment funds include the United States-registered funds, non-United States-registered funds and unregistered funds."
ceo,Mr. Martin Flanagan
sector,Financial Services
country,US
fullTimeEmployees,9600
phone,16503122000
address,1 Franklin Pkwy Bldg 920
city,San Mateo
state,CALIFORNIA
zip,94403
dcfDiff,
dcf,34.5736
image,https://financialmodelingprep.com/image-stock/BEN.png
ipoDate,1986-12-05
defaultImage,False
