,0
symbol,TMBR
price,0.97
beta,0.03248
volAvg,618766
mktCap,11671428
lastDiv,0.0
range,0.87-12.6
changes,0.03
companyName,Timber Pharmaceuticals Inc
currency,USD
cik,
isin,US8870801094
cusip,887080109
exchange,NYSE
exchangeShortName,AMEX
industry,Biotechnology
website,
description,"Timber Pharmaceuticals, Inc., formerly BioPharmX Corporation, is a biopharmaceutical company. The Company is focused on the development and commercialization of treatments for orphan dermatologic diseases. It is developing treatments for rare dermatologic diseases including congenital ichthyosis (CI), tuberous sclerosis complex (TSC), and localized scleroderma. Its pipeline includes TMB-001, TMB-002 and TMB-003. TMB-001 is a topical isotretinoin, which is being developed for the treatment of moderate to severe subtypes of CI. TMB-002, a topical rapamycin, is being developed for the treatment of facial angiofibromas (FAs) in TSC. TMB-003 is a topical / subcutaneous ET-A receptor antagonist, which is being developed for localized scleroderma."
ceo,Mr. John Koconis M.B.A.
sector,Healthcare
country,US
fullTimeEmployees,3
phone,19733149570
address,"50 Tice Blvd, Suite A26"
city,Woodcliff Lake
state,NEW JERSEY
zip,07677
dcfDiff,
dcf,1.57418
image,https://financialmodelingprep.com/image-stock/TMBR.jpg
ipoDate,2015-06-11
defaultImage,True
