,0
symbol,SSB
price,68.49
beta,1.23133
volAvg,359516
mktCap,4859344400
lastDiv,1.88
range,40.42-88.1
changes,1.2
companyName,South State Corp
currency,USD
cik,0000764038
isin,US8404411097
cusip,840441109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks
website,https://www.snl.com/IRW/CorporateProfile/1019950
description,"South State Corp. is a bank holding company. The company is headquartered in Columbia, South Carolina and currently employs 2,602 full-time employees. The firm provides a range of banking services and products to its customers through its bank subsidiary, South State Bank (the Bank), a South Carolina-chartered commercial bank. The Bank provides a range of retail and commercial banking services, mortgage lending services, trust and investment services, and consumer finance loans. The firm conducts its business from 170 financial centers across South Carolina, North Carolina, Georgia, and Virginia. The company provides its customers with checking accounts, Negotiable Order of Withdrawal (NOW) accounts and alternative investment products. The Bank's securities available for sale consist mainly of debentures of government-sponsored entities, state and municipal bonds, and mortgage-backed securities."
ceo,Mr. Robert Hill
sector,Financial Services
country,US
fullTimeEmployees,2547
phone,18032313452
address,520 Gervais St
city,Columbia
state,SOUTH CAROLINA
zip,
dcfDiff,-73.62
dcf,70.2009
image,https://financialmodelingprep.com/image-stock/SSB.jpg
ipoDate,1997-01-28
defaultImage,True
