,0
symbol,VGM
price,12.7
beta,0.16394
volAvg,78972
mktCap,688661310
lastDiv,0.56
range,8.62-13.46
changes,0.0
companyName,Invesco Trust for Investment Grade Municipals
currency,USD
cik,
isin,US46131M1062
cusip,46131M106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.invesco.com/corporate
description,"Invesco Trust for Investment Grade Municipals (the Trust), formerly Invesco Van Kampen Trust For Investment Grade Municipals, is a diversified, closed-end management investment trust. The Trust's investment objective is to provide common shareholders with a high level of current income exempt from federal income tax, consistent with preservation of capital. It will invest substantially all of its assets in municipal securities rated investment grade at the time of investment. It seeks to achieve its investment objective by investing primarily in municipal securities that are rated investment grade at the time of investment. Municipal securities include municipal bonds, municipal notes, municipal commercial paper and lease obligations. The Trust may also invest approximately 20% of its net assets in non-investment-grade and unrated securities that it determines to be of comparable quality. Invesco Advisers, Inc. serves as its investment advisor."
ceo,Sheri Morris
sector,Financial Services
country,US
fullTimeEmployees,
phone,14044393217
address,1555 Peachtree St NE Ste 1800
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/VGM.png
ipoDate,1992-02-19
defaultImage,False
