,0
symbol,WOW
price,6.83
beta,1.60321
volAvg,217324
mktCap,593151360
lastDiv,0.0
range,2.945-8.12
changes,0.14
companyName,WideOpenWest Inc
currency,USD
cik,0001701051
isin,US96758W1018
cusip,96758W101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Entertainment
website,http://www.wowway.com/
description,"WideOpenWest, Inc. engages in the provision of internet, cable television, and voice over IP-based services to residential and business customers. The company is headquartered in Englewood, Colorado and currently employs 2,600 full-time employees. The firm provides high-speed data (HSD), cable television (Video), digital telephony (Telephony) and business-class services. The Company’s products are available either as a bundle or as an individual service to residential and business services customers. The Company’s services include data services, video services, telephony services, and business services. Its business-class service serves approximately 3 million homes and businesses. The Company’s services are delivered across 19 markets through hybrid fiber-coaxial (HFC) cable network."
ceo,Ms. Teresa Elder
sector,Communication Services
country,US
fullTimeEmployees,2200
phone,17204793500
address,7887 E Belleview Ave Ste 1000
city,Englewood
state,COLORADO
zip,80111
dcfDiff,
dcf,5.43866
image,https://financialmodelingprep.com/image-stock/WOW.png
ipoDate,2017-05-25
defaultImage,False
