,0
symbol,AGNCN
price,23.57
beta,0.252107
volAvg,36055
mktCap,8095140400
lastDiv,1.752
range,10.0-26.49
changes,-0.13
companyName,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferre
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,REIT Mortgage
website,http://www.agnc.com
description,
ceo,Mr. Gary D. Kain
sector,Real Estate
country,United States
fullTimeEmployees,51
phone,301-968-9315
address,2 Bethesda Metro Center
city,Bethesda
state,MD
zip,20814
dcfDiff,-25.78
dcf,0.0
image,https://financialmodelingprep.com/image-stock/AGNCN.jpg
ipoDate,
defaultImage,True
