,0
symbol,CII
price,16.27
beta,1.00537
volAvg,113920
mktCap,717855170
lastDiv,1.0477999999999998
range,9.56-17.86
changes,-0.04
companyName,BlackRock Enhanced Capital And Income Fund Inc
currency,USD
cik,
isin,US09256A1097
cusip,09256A109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www2.blackrock.com
description,"BlackRock Enhanced Capital and Income Fund, Inc. (the Trust) is a diversified, closed-end management investment company. The Trust's investment objective is to provide investors with a combination of current income and capital appreciation. The Trust invests in a portfolio of equity securities of the United States and foreign issuers. The Trust may invest directly in such securities or synthetically through the use of derivatives. The Trust seeks to achieve its investment policy by employing a strategy of writing (selling) call and put options. The Trust invests in various countries, including the United States, Israel, Canada and the United Kingdom. The Trust invests in various sectors, including information technology, healthcare, financials, consumer discretionary, consumer staples, industrials, energy, materials, cash and derivatives, and utilities. BlackRock Advisors, LLC is the Trust's investment advisor, which provides investment advisory and administration services."
ceo,Mr. John Perlowski
sector,Financial Services
country,US
fullTimeEmployees,0
phone,18004417762
address,100 Bellevue Pkwy
city,Wilmington
state,DELAWARE
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/CII.jpg
ipoDate,2004-04-28
defaultImage,True
