,0
symbol,MFL
price,13.66
beta,0.03159
volAvg,56267
mktCap,517662080
lastDiv,0.5535
range,9.82-14.11
changes,-0.0915
companyName,Blackrock Muniholdings Investment Quality Fund
currency,USD
cik,
isin,US09254P1084
cusip,09254P108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.blackrock.com/
description,"BlackRock MuniHoldings Investment Quality Fund (the Trust) is a non-diversified, closed-end management investment trust. The Trust's investment objective is to provide shareholders with current income exempt from federal income tax and to provide shareholders with the opportunity to own shares the value of which is exempt from Florida intangible personal property tax. The Trust seeks to achieve its investment objective by investing in long-term, investment grade municipal obligations exempt from federal income taxes (except that the interest may be subject to the federal alternative minimum tax). The Trust may invest directly in such securities or synthetically through the use of derivatives. It invests in a range of sectors, such as transportation; county/city/special district/school district; utilities; health; state; education; corporate; housing, and tobacco. The Trust's investment manager and advisor is BlackRock Advisors, LLC."
ceo,Mr. John Perlowski
sector,Financial Services
country,US
fullTimeEmployees,
phone,18004417762
address,100 Bellevue Parkway
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MFL.png
ipoDate,1997-09-29
defaultImage,False
