,0
symbol,FAF
price,47.75
beta,1.15524
volAvg,826464
mktCap,5331049000
lastDiv,1.74
range,29.36-66.78
changes,0.01
companyName,First American Financial Corp
currency,USD
cik,0001472787
isin,US31847R1023
cusip,31847R102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Insurance Specialty
website,http://www.firstam.com/
description,"First American Financial Corp. operates as an insurance company. The company is headquartered in Santa Ana, California and currently employs 18,251 full-time employees. The firm operates through the title insurance and services segment, and specialty insurance segment. The title insurance and services segment provides title insurance, closing and/or escrow services and similar or related services domestically and internationally in connection with residential and commercial real estate transactions. The title insurance and services segment also provides products, services and solutions involving the use of property related data, including data derived from its database, which are designed to manage risk or otherwise facilitate real estate transactions. The specialty insurance segment issues property and casualty insurance policies and sells home warranty products to residential homeowners and renters for liability losses and typical hazards, such as fire, theft, vandalism and other types of property damage."
ceo,Mr. Dennis Gilmore
sector,Financial Services
country,US
fullTimeEmployees,18412
phone,17142503000
address,1 First American Way
city,Santa Ana
state,CALIFORNIA
zip,92707-5913
dcfDiff,-56.16
dcf,64.6543
image,https://financialmodelingprep.com/image-stock/FAF.png
ipoDate,2010-05-22
defaultImage,False
