,0
symbol,LYRA
price,11.05
beta,0.0
volAvg,28458
mktCap,142843360
lastDiv,0.0
range,10.37-22.0
changes,0.2
companyName,Lyra Therapeutics Inc
currency,USD
cik,0001327273
isin,US55234L1052
cusip,55234L105
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Biotechnology
website,https://lyratherapeutics.com/
description,"Lyra Therapeutics, Inc. is a clinical-stage therapeutics company focused on the development and commercialization of novel integrated drug and delivery solutions for the localized treatment of patients with ear, nose and throat (ENT) diseases. The Company’s product candidates, LYR-210 and LYR-220, are bioresorbable polymeric matrices designed to be administered in a non-invasive, in-office procedure and intended to deliver up to six months of continuous drug therapy to the sinonasal passages for the treatment of chronic rhinosinusitis (CRS). LYR-210 is an anti-inflammatory implantable drug matrix based on its XTreo platform that is designed to locally elute mometasone furoate (MF) to the inflamed mucosal tissue for up to six months in surgically-naive CRS patients who fail medical management. It has developed LYR-220 for use in CRS patients who continue to require treatment to manage CRS symptoms despite having had sinus surgery."
ceo,Dr. Maria Palasis Ph.D.
sector,Healthcare
country,US
fullTimeEmployees,38
phone,16173734600
address,480 Arsenal St
city,Watertown
state,MASSACHUSETTS
zip,02472
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/LYRA.jpg
ipoDate,2020-05-01
defaultImage,True
