,0
symbol,MODN
price,32.94
beta,1.07468
volAvg,344103
mktCap,1137964930
lastDiv,0.0
range,15.0-44.56
changes,-0.65
companyName,Model N Inc
currency,USD
cik,0001118417
isin,US6075251024
cusip,607525102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Software Application
website,https://www.modeln.com/
description,"Model N, Inc. engages in the provision of revenue management cloud solutions for the life science and technology industries. The company is headquartered in San Mateo, California and currently employs 733 full-time employees. The firm's solutions enable its customers to maximize revenues and reduce revenue compliance risk by transforming their revenue life cycle from a series of tactical, disjointed operations into a strategic end-to-end process. The firm's solutions include Revenue Enterprise Cloud, Revenue Intelligence Cloud and Revvy Revenue Management. The firm provides solutions that span the organizational and operational boundaries of functions, such as sales, marketing and finance, and serve as a system of record for revenue management processes, including pricing, contracts, rebates, incentives and regulatory compliance. The firm's application suites are designed to work with enterprise resource planning (ERP) and customer relationship management (CRM) applications. The firm also offers implementation services, managed services, strategic services and customer support."
ceo,Mr. Jason Blessing
sector,Technology
country,US
fullTimeEmployees,733
phone,16506104600
address,777 Mariners Island Blvd Ste 300
city,San Mateo
state,CALIFORNIA
zip,94404
dcfDiff,-85.75
dcf,36.9657
image,https://financialmodelingprep.com/image-stock/MODN.png
ipoDate,2013-03-20
defaultImage,False
