,0
symbol,LMST
price,11.325
beta,0.85039
volAvg,4895
mktCap,84939312
lastDiv,0.0
range,6.83-18.49
changes,-0.005
companyName,Limestone Bancorp Inc
currency,USD
cik,0001358356
isin,US53262L1052
cusip,53262L105
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Limestone Bancorp, Inc. operates as a bank holding company, which engages in the provision of community bank with commercial and personal banking products. The company is headquartered in Louisville, Kentucky and currently employs 214 full-time employees. The firm operates through its subsidiary, PBI Bank (the Bank). The Bank is a community bank with a range of commercial and personal banking products. The company offers retail and commercial deposit products. The company offers drive-in banking facilities, automatic teller machines, night depository, personalized checks, credit cards, debit cards, Internet banking, mobile banking, treasury management services, remote deposit services, electronic funds transfers through automated clearing house services, domestic and foreign wire transfers, cash management, vault services, and loan and deposit sweep accounts. Its markets include metropolitan Louisville in Jefferson County and the surrounding counties of Henry and Bullitt. The company serves south central Kentucky and southern Kentucky from banking offices in Butler, Green, Hart, Edmonson, Barren, Warren, Ohio and Daviess Counties."
ceo,Mr. John Taylor
sector,Financial Services
country,US
fullTimeEmployees,244
phone,15024994800
address,2500 Eastpoint Pkwy
city,Louisville
state,KENTUCKY
zip,40223
dcfDiff,
dcf,14.9453
image,https://financialmodelingprep.com/image-stock/LMST.jpg
ipoDate,2006-09-22
defaultImage,True
