,0
symbol,SGRY
price,24.03
beta,3.35592
volAvg,403532
mktCap,1220839420
lastDiv,0.0
range,4.0-26.72
changes,1.24
companyName,Surgery Partners Inc
currency,USD
cik,0001638833
isin,US86881A1007
cusip,86881A100
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Medical Care Facilities
website,http://www.surgerypartners.com/
description,"Surgery Partners, Inc. is healthcare services holding company, which engages in the provision of solutions for surgical and related ancillary care in support of its patients and physicians. The company is headquartered in Brentwood, Tennessee and currently employs 7,900 full-time employees. The firm operates in three lines of business across the United States: Surgical Facility Services, Ancillary Services and Optical Services. The firm's Surgical Facility Services segment consists of the operation of ambulatory surgery centers (ASCs) and surgical hospitals, which include its anesthesia services. The firm's surgical facilities primarily provide non-emergency surgical procedures across a range of specialties, which include gastrointestinal (GI), general surgery, ophthalmology, orthopedics and pain management. The firm's Ancillary Services segment consists of a diagnostic laboratory, a specialty pharmacy and multi-specialty physician practices. The firm's physician practices include its owned and operated physician practices pursuant to long-term management service agreements. The firm's Optical Services segment consists of an optical laboratory, an optical products group purchasing organization."
ceo,Mr. J. Eric Evans
sector,Healthcare
country,US
fullTimeEmployees,6900
phone,16152345900
address,310 Seven Springs Way Ste 500
city,Brentwood
state,TENNESSEE
zip,37027
dcfDiff,681.08
dcf,24.09
image,https://financialmodelingprep.com/image-stock/SGRY.png
ipoDate,2015-10-01
defaultImage,False
