,0
symbol,SUPN
price,23.04
beta,1.32871
volAvg,503503
mktCap,1213864700
lastDiv,0.0
range,13.12-25.82
changes,1.31
companyName,Supernus Pharmaceuticals Inc
currency,USD
cik,0001356576
isin,US8684591089
cusip,868459108
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Drug Manufacturers General Specialty & Generic
website,https://www.supernus.com
description,"Supernus Pharmaceuticals, Inc. engages in the development and commercialization of products for the treatment of central nervous system diseases. The company is headquartered in Rockville, Maryland and currently employs 448 full-time employees. The firm offers Oxtellar XR (extended-release oxcarbazepine) and Trokendi XR (extended-release topiramate), its two treatments for patients with epilepsy. In addition, it is developing multiple product candidates in psychiatry to address unmet medical needs and market opportunities for the treatment of impulsive aggression (IA) and for the treatment of attention deficit hyperactivity disorder (ADHD). The company is developing SPN-810 (molindone hydrochloride) to treat IA in patients having ADHD. The company is developing SPN-812 (viloxazine hydrochloride) as a candidate to treat patients having ADHD. The firm's neurology portfolio consists of Oxtellar XR and Trokendi XR, which are the first once-daily extended release oxcarbazepine and topiramate products, respectively, indicated for epilepsy in the United States market."
ceo,Mr. Jack Khattar
sector,Healthcare
country,US
fullTimeEmployees,464
phone,13018382500
address,9715 Key West Avenue
city,Rockville
state,MARYLAND
zip,20850
dcfDiff,
dcf,23.1203
image,https://financialmodelingprep.com/image-stock/SUPN.png
ipoDate,2010-12-28
defaultImage,False
