,0
symbol,PT
price,0.84
beta,0.0
volAvg,164049
mktCap,36236172
lastDiv,0.0
range,0.4-3.28
changes,-0.02
companyName,Pintec Technology Holdings Ltd
currency,CNY
cik,0001716338
isin,US72352G1076
cusip,72352G107
exchange,NasdaqGM
exchangeShortName,NASDAQ
industry,Credit Services
website,https://www.pintec.com
description,"Pintec Technology Holdings Ltd. engages in the provision of financial services through technology platform. The company is headquartered in Beijing, Beijing and currently employs 362 full-time employees. The firm is located in China."
ceo,Mr. Jun Dong
sector,Financial Services
country,CN
fullTimeEmployees,362
phone,861085643600
address,"9/F Heng An Building, No.17 East 3Rd Ring Road"
city,Beijing
state,BEIJING
zip,
dcfDiff,
dcf,10.1899
image,https://financialmodelingprep.com/image-stock/PT.png
ipoDate,2018-10-25
defaultImage,False
