,0
symbol,IGD
price,5.015
beta,0.97537
volAvg,331263
mktCap,484842176
lastDiv,0.4799999999999999
range,3.79-6.37
changes,0.015
companyName,Voya Global Equity Dividend and Premium Opportunity Fund
currency,USD
cik,
isin,US92912T1007
cusip,92912T100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,
description,"Voya Global Equity Dividend and Premium Opportunity Fund is a diversified closed-end management investment company. The primary objective of the Fund is to provide a high level of income, with a secondary objective of capital appreciation. It invests in a portfolio of global common stocks that have a history of attractive dividend yields and employing an option strategy of writing call options on a portion of the equity portfolio. It sells call options on selected indexes and on individual securities and exchange traded funds to seek gains and lower volatility of total returns over a market cycle. It will invest over 80% of its managed assets in a portfolio of common stocks of dividend paying companies located throughout the world, including the United States. It invests in various sectors, such as financials, healthcare, information technology, energy, consumer discretionary, industrials, consumer staples and materials. Voya Investments, LLC is the investment advisor of the Fund."
ceo,Mr. Michael Bell
sector,Financial Services
country,US
fullTimeEmployees,
phone,14804772114
address,7337 E Doubletree Ranch Rd Ste 100
city,Scottsdale
state,ARIZONA
zip,85258-2034
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/IGD.jpg
ipoDate,2005-03-29
defaultImage,True
