,0
symbol,VST
price,19.73
beta,0.91293
volAvg,3420310
mktCap,9643629600
lastDiv,0.53
range,11.3-26.8
changes,0.7
companyName,Vistra Corp
currency,USD
cik,0001692819
isin,US92840M1027
cusip,92840M102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Independent Power Producers
website,https://www.vistraenergy.com/
description,"Vistra Corp. is an energy company, which engages in the provision of electricity and power generation. The company is headquartered in Irving, Texas and currently employs 2,030 full-time employees. The firm operates an integrated retail and generation business in markets throughout the United States. Through its subsidiaries, it is engaged in electricity market activities, including electricity generation, wholesale energy sales and purchases, commodity risk management and retail sales of electricity to end users. The company operates through segments, including Retail; Electric Reliability Council of Texas, Inc. (ERCOT); PJM Interconnection, LLC (PJM); NY/NE (comprising New York Independent System Operator (NYISO) and Independent System Operator New England (ISO-NE)); Midcontinent Independent System Operator, Inc. (MISO), and Asset Closure. Its generation fleet totals approximately 40,500 megawatt (MW) of generation capacity with a portfolio of natural gas, nuclear, coal and solar facilities."
ceo,Mr. Curtis Morgan
sector,Utilities
country,US
fullTimeEmployees,1690
phone,12148124600
address,6555 Sierra Dr
city,Irving
state,TEXAS
zip,75039
dcfDiff,521.74
dcf,19.5401
image,https://financialmodelingprep.com/image-stock/VST.png
ipoDate,2016-09-28
defaultImage,False
