,0
symbol,LOV
price,4.345
beta,1.680448
volAvg,61109
mktCap,113217224
lastDiv,0.0
range,1.8-6.75
changes,-0.025
companyName,Spark Networks SE
currency,EUR
cik,0001705338
isin,US8465171002
cusip,846517100
exchange,NYSE American
exchangeShortName,AMEX
industry,Internet Content & Information
website,https://www.spark.net/
description,"Spark Networks SE operates as a holding company. The company is headquartered in Berlin, Berlin and currently employs 273 full-time employees. The firm is engaged in creating communities that help individuals form relationships with others. The Company’s brands include EliteSingles, JDate, Christian Mingle, eDarling, JSwipe and Attractive World. The firm also operates a number of other niche focused and international Websites and mobile applications. The Company’s segments include: Jewish Networks, which consists of JDate, JDate.co.uk, JDate.fr, JDate.co.il, Cupid.co.il, and JSwipe; Christian Networks, which consists of ChristianMingle, CrossPaths, ChristianMingle.co.uk, ChristianMingle.com.au, Believe.com, ChristianCards.net, DailyBibleVerse.com and Faith.com, and Other Networks, which consists of Spark.com and related other general market Websites as well as other properties which are primarily composed of sites targeted towards various religious, ethnic, geographic and special interest groups."
ceo,Mr. Eric Eichmann
sector,Communication Services
country,DE
fullTimeEmployees,290
phone,11491624265474
address,Kohlfurter Str. 41/43
city,Berlin
state,BERLIN
zip,10999
dcfDiff,
dcf,13.1697
image,https://financialmodelingprep.com/image-stock/LOV.png
ipoDate,2017-11-08
defaultImage,False
