,0
symbol,PTE
price,0.8042
beta,1.54147
volAvg,532841
mktCap,31557854
lastDiv,0.0
range,0.72-4.6
changes,-0.0146
companyName,PolarityTE Inc
currency,USD
cik,0001076682
isin,US7310941080
cusip,731094108
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Biotechnology
website,https://www.polarityte.com/
description,"PolarityTE, Inc. is a biotechnology company developing and commercializing regenerative tissue products and biomaterials. The company is headquartered in Salt Lake City, Utah and currently employs 156 full-time employees. The firm seeks to develop and obtain regulatory approval for technology that will utilize a patient's own tissue substrates for the regeneration of skin, bone, muscle, cartilage, fat, blood vessels and nerves. The firm's PolarityTE platform simplifies regeneration and allows cells to function naturally. The platform can be applied across all cells, tissues and composite structures. The firm focuses on various products, including SkinTE, OsteoTE, AngioTE, MyoTE, CartTE, AdiposeTE and NeuralTE. The Company, through SkinTE, is focused on supplying an autologous construct to regenerate a patient’s skin due to a variety of injuries and conditions."
ceo,Mr. Jesse Sutton
sector,Healthcare
country,US
fullTimeEmployees,153
phone,18005603983
address,123 N Wright Brothers Dr
city,Salt Lake City
state,UTAH
zip,
dcfDiff,
dcf,1.40927
image,https://financialmodelingprep.com/image-stock/PTE.png
ipoDate,1999-08-13
defaultImage,False
