,0
symbol,REG
price,45.34
beta,0.8286
volAvg,1263596
mktCap,7693291000
lastDiv,1.785
range,31.8-65.88
changes,1.44
companyName,Regency Centers Corp
currency,USD
cik,0000910606
isin,US7588491032
cusip,758849103
exchange,New York Stock Exchange
exchangeShortName,NASDAQ
industry,REIT Retail
website,https://www.regencycenters.com/
description,"Regency Centers Corp. operates as a real estate investment trust, which engages in the ownership, operation, and development of retail shopping centers. The company is headquartered in Jacksonville, Florida and currently employs 446 full-time employees. The firm is the general partner of Regency Centers, L.P. (the Operating Partnership). The firm is engaged in the ownership, management, leasing, acquisition and development of retail shopping centers through the Operating Partnership. The firm's properties include Palm Valley Marketplace, Shops at Arizona, Amerige Heights Town Center, Clayton Valley Shopping Center, Five Points Shopping Center, French Valley Village Center, Hasley Canyon Village, Pleasant Hill Shopping Center, Snell & Branham Plaza, Applewood Shopping Center, Kent Place, Black Rock, Spring Valley Shopping Center and Pebblebrook Plaza. As of December 31, 2016, the Company owned all of the Preferred Units of the Operating Partnership and approximately 99.9% of the Units in the Operating Partnership. The firm owns interest in approximately 412 properties."
ceo,Ms. Lisa Palmer
sector,Real Estate
country,US
fullTimeEmployees,450
phone,19045987000
address,1 Independent Dr Ste 114
city,Jacksonville
state,FLORIDA
zip,32202
dcfDiff,
dcf,37.8288
image,https://financialmodelingprep.com/image-stock/REG.png
ipoDate,1993-10-29
defaultImage,False
