,0
symbol,DYN
price,20.06
beta,1.604293
volAvg,325941
mktCap,911628670
lastDiv,0.0
range,15.6-27.11
changes,0.12
companyName,Dynegy Inc.
currency,USD
cik,0001379895
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Independent Power Producers
website,http://www.dynegy.com
description,
ceo,None
sector,Utilities
country,
fullTimeEmployees,
phone,
address,
city,
state,
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/DYN.jpg
ipoDate,
defaultImage,True
