,0
symbol,BSRR
price,20.82
beta,1.19768
volAvg,38635
mktCap,319774368
lastDiv,0.8
range,13.05-30.15
changes,-1.08
companyName,Sierra Bancorp
currency,USD
cik,0001130144
isin,US82620P1021
cusip,82620P102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.sierrabancorp.com/
description,"Sierra Bancorp is a bank holding company, which engages in the provision of commercial banking services. The company is headquartered in Porterville, California and currently employs 558 full-time employees. The Bank is a state-chartered bank, which offers a range of retail and commercial banking services. The Bank's products and services are related to the business of lending money and accepting deposits. Its customers have access to electronic point-of-sale payment alternatives around the country through the Pulse Electronic Funds Transfer (EFT) network. Its Internet branch provides the ability to open deposit accounts online; an online banking option with bill-pay and mobile banking capabilities, including mobile check deposit; a customer service center that is accessible by toll-free telephone during business hours, and an automated telephone banking system. The company offers a range of other banking products and services to complement and support its lending and deposit products, including remote deposit capture and automated payroll services for business customers."
ceo,Mr. Kevin McPhaill
sector,Financial Services
country,US
fullTimeEmployees,446
phone,15597824900
address,"86 N Main St, PO Box 1930"
city,Porterville
state,CALIFORNIA
zip,93257
dcfDiff,-25.8
dcf,25.5773
image,https://financialmodelingprep.com/image-stock/BSRR.png
ipoDate,1993-10-27
defaultImage,False
