,0
symbol,TMP
price,64.61
beta,0.64871
volAvg,43898
mktCap,964698370
lastDiv,2.1
range,53.32-93.66
changes,1.79
companyName,Tompkins Financial Corp
currency,USD
cik,0001005817
isin,US8901101092
cusip,890110109
exchange,NYSE American
exchangeShortName,AMEX
industry,Banks Regional
website,https://www.tompkinsfinancial.com/
description,"Tompkins Financial Corp. engages in the provision of financial services. The company is headquartered in Ithaca, New York and currently employs 919 full-time employees. The firm is a community-based financial services company that offers an array of products and services, including commercial and consumer banking, leasing, trust and investment management, financial planning and wealth management, insurance, and brokerage services. The firm operates in three business segments: banking, insurance and wealth management. As of December 31, 2016, its subsidiaries included four banking subsidiaries, Tompkins Trust Company (the Trust Company), The Bank of Castile (DBA Tompkins Bank of Castile), Mahopac Bank (DBA Tompkins Mahopac Bank), VIST Bank (DBA Tompkins VIST Bank), and an insurance agency subsidiary, Tompkins Insurance Agencies, Inc. (Tompkins Insurance). The company provides property and casualty insurance services and employee benefits consulting through Tompkins Insurance Agencies, Inc. The wealth management segment is organized under the Tompkins Financial Advisors brand."
ceo,Mr. Stephen Romaine
sector,Financial Services
country,US
fullTimeEmployees,934
phone,16072742078
address,"118 E Seneca St, PO Box 460"
city,Ithaca
state,NEW YORK
zip,14851
dcfDiff,
dcf,66.5548
image,https://financialmodelingprep.com/image-stock/TMP.png
ipoDate,1986-06-02
defaultImage,False
