,0
symbol,ANDAU
price,10.69
beta,0.0
volAvg,360
mktCap,36227552
lastDiv,0.0
range,8.19-12.1
changes,0.0
companyName,Andina Acquisition Corp. III
currency,USD
cik,
isin,
cusip,
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,
ceo,Mr. Julio A. Torres Garca
sector,Financial Services
country,Colombia
fullTimeEmployees,
phone,
address,Calle 113
city,Bogota
state,
zip,
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/ANDAU.jpg
ipoDate,
defaultImage,True
