,0
symbol,RCII
price,32.81
beta,1.81858
volAvg,590364
mktCap,1777334140
lastDiv,1.16
range,11.69-35.0
changes,0.71
companyName,Rent-A-Center Inc
currency,USD
cik,0000933036
isin,US76009N1000
cusip,76009N100
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Rental & Leasing Services
website,https://www.rentacenter.com/
description,"Rent-A-Center, Inc. engages in the provision of furniture, electronics, appliances, computers, and smartphones through flexible rental purchase agreements. The company is headquartered in Plano, Texas and currently employs 14,000 full-time employees. The company provides an opportunity to obtain ownership of products, such as consumer electronics, appliances, computers (including tablets), smartphones and furniture (including accessories), under rental purchase agreements. The firm operates in four segments: Core U.S., Acceptance Now, Mexico and Franchising. The company operates approximately over 2,200 Company-owned stores in the United States, Canada, Mexico and Puerto Rico. Core U.S. segment consists of Company-owned rent-to-own stores in the United States and Puerto Rico that lease household durable goods to customers on a rent-to-own basis. Its Acceptance Now segment provides an on-site rent-to-own option at a third-party retailer's location. Its Mexico segment consists of its Company-owned rent-to-own stores in Mexico that lease household durable goods to customers on a rent-to-own basis. Its Franchising segment is engaged in the sale of rental merchandise to its franchisees."
ceo,Mr. Mitchell Fadel
sector,Industrials
country,US
fullTimeEmployees,14000
phone,19728011100
address,5501 Headquarters Dr
city,Plano
state,TEXAS
zip,75024
dcfDiff,932.74
dcf,33.3298
image,https://financialmodelingprep.com/image-stock/RCII.png
ipoDate,1983-11-21
defaultImage,False
