,0
symbol,O
price,62.58
beta,0.63299
volAvg,2251080
mktCap,21964955600
lastDiv,2.7900000000000005
range,38.0-84.92
changes,0.81
companyName,Realty Income Corp
currency,USD
cik,0000726728
isin,US7561091049
cusip,756109104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Retail
website,https://www.realtyincome.com/Home/default.aspx
description,"Realty Income Corp. is a real estate company, which engages in generating dependable monthly cash dividends from a consistent and predictable level of cash flow from operations. The company is headquartered in San Diego, California and currently employs 165 full-time employees. The firm is engaged in in-house acquisition, portfolio management, asset management, credit research, real estate research, legal, finance and accounting, information technology and capital markets capabilities. As of December 31, 2016, the Company owned a diversified portfolio of 4,944 properties located in 49 states and Puerto Rico, with over 83.0 million square feet of leasable space leased to 248 different commercial tenants doing business in 47 separate industries. As of December 31, 2016, of the 4,944 properties in the portfolio, 4,920, or 99.5%, were single-tenant properties, and the remaining were multi-tenant properties. As of December 31, 2016, of the 4,920 single-tenant properties, 4,836 were leased with a weighted average remaining lease term (excluding rights to extend a lease at the option of the tenant) of approximately 9.8 years."
ceo,Mr. Sumit Roy
sector,Real Estate
country,US
fullTimeEmployees,194
phone,18582845000
address,11995 El Camino Real
city,San Diego
state,CALIFORNIA
zip,92130
dcfDiff,2576.52
dcf,59.7158
image,https://financialmodelingprep.com/image-stock/O.jpg
ipoDate,2012-02-10
defaultImage,True
