,0
symbol,OYST
price,23.97
beta,0.0
volAvg,66563
mktCap,620063100
lastDiv,0.0
range,13.26-41.37
changes,0.06
companyName,Oyster Point Pharma Inc
currency,USD
cik,0001720725
isin,US69242L1061
cusip,69242L106
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Biotechnology
website,https://oysterpointrx.com/
description,"Oyster Point Pharma, Inc. engages in the development and commercialization of pharmaceutical therapies to treat ocular surface diseases. The company is headquartered in Princeton, New Jersey and currently employs 18 full-time employees. The firm is focused on the discovery, development and commercialization of pharmaceutical therapies to treat ocular surface diseases. Its lead product candidate is OC-01 (varenicline), a selective nicotinic acetylcholine receptor (nAChR) agonist, which is being developed as a nasal spray to treat the signs and symptoms of dry eye disease (DED). OC-01’s is a mechanism of action, which is designed to re-establish tear film homeostasis by stimulating the trigeminal nerve, activating the TPP and stimulating the glands and cells responsible for natural tear film production. The company is sprayed into the anterior portion of the nasal cavity, and stimulates nAChRs located on the chemosensory endings of the trigeminal nerve resulting in cholinergic neurotransmission."
ceo,Dr. Jeffrey Nau
sector,Healthcare
country,US
fullTimeEmployees,30
phone,16093829032
address,202 Carnegie Ctr Ste 109
city,Princeton
state,NEW JERSEY
zip,08540
dcfDiff,
dcf,52.8471
image,https://financialmodelingprep.com/image-stock/OYST.png
ipoDate,2019-10-31
defaultImage,False
