,0
symbol,CIDM
price,0.5622
beta,1.83276
volAvg,4161129
mktCap,68389944
lastDiv,0.0
range,0.25-6.0
changes,-0.0177
companyName,Cinedigm Corp
currency,USD
cik,0001173204
isin,US1724062096
cusip,172406209
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Entertainment
website,http://www.cinedigm.com
description,"Cinedigm Corp. engages in the marketing and distribution of movie, television, and other short form content managing a library of distribution rights. The company is headquartered in New York City, New York and currently employs 104 full-time employees. The firm also provides digital cinema assets servicing on over 12,000 domestic and foreign movie screens. The company operates through four segments: first digital cinema deployment (Phase I Deployment), the second digital cinema deployment (Phase II Deployment), digital cinema services and media content and entertainment group. The company collaborates with producers, brands and other content owners to market, source, curate and distribute content to targeted audiences. The company distributes content through existing and emerging digital home entertainment platforms and packaged distribution of DVD and Blu-ray discs to wholesalers and retailers and mortar storefronts. The company also operates a branded and curated over-the-top entertainment channels."
ceo,Mr. Christopher McGurk
sector,Communication Services
country,US
fullTimeEmployees,104
phone,12122068600
address,"237 WEST 35TH STREET, SUITE 605"
city,New York City
state,NEW YORK
zip,10018
dcfDiff,4.54
dcf,6.49
image,https://financialmodelingprep.com/image-stock/CIDM.png
ipoDate,2006-04-18
defaultImage,False
