,0
symbol,IR
price,42.92
beta,1.44152
volAvg,2251756
mktCap,17925793800
lastDiv,1.59
range,17.01-45.53
changes,0.42
companyName,Ingersoll Rand Inc
currency,USD
cik,0001699150
isin,US45687V1061
cusip,45687V106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Industrial Machinery
website,https://www.irco.com/
description,"Ingersoll Rand Inc., formerly Gardner Denver Holdings, Inc., provides mission-critical industrial, energy, medical and specialty vehicle products and services. It operates through four segments: Industrial Technologies and Services, Precision and Science Technologies, High Pressure Solutions, and Specialty Vehicle Technologies. The Industrial Technologies and Services segment consists of pressure and vacuum solutions business unit that include brands and offerings with a significant Engineered-to-Order focus, including Nash, Garo, Ingersoll Rand Industrial Multi-stage Gear (MSG) Centrifugal Compressors, Gardner Denver Custom Engineered Products and EMCO Wheaton Loading Systems. The Precision and Science Technologies segment includes industrial precision flow systems business unit as well as Medical business unit and specialty pumps. High Pressure Solutions includes petroleum and industrial pump business. The Specialty Vehicle Technologies consists of the industrial club car business."
ceo,Mr. Vicente Reynal
sector,Industrials
country,US
fullTimeEmployees,6600
phone,14142124700
address,800-A BEATY STREET
city,Davidson
state,NORTH CAROLINA
zip,28036
dcfDiff,
dcf,39.6798
image,https://financialmodelingprep.com/image-stock/IR.jpg
ipoDate,2017-05-12
defaultImage,True
