,0
symbol,MCBC
price,7.54
beta,0.83475
volAvg,71078
mktCap,257123808
lastDiv,0.32
range,6.01-11.42
changes,0.0
companyName,Macatawa Bank Corp
currency,USD
cik,0001053584
isin,US5542251021
cusip,554225102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.macatawabank.com/
description,"Macatawa Bank Corp. operates as a holding company, which engages in the provision of financial services. The company is headquartered in Holland, Michigan and currently employs 292 full-time employees. The Company, through its subsidiary, Macatawa Bank (the Bank), offers a range of commercial and personal banking services, including checking, savings and certificates of deposit accounts, cash management, safe deposit boxes, trust services and commercial, mortgage and consumer loans. The Bank is a Michigan chartered bank with depository accounts insured by the Federal Deposit Insurance Corporation. Its other services include automated teller machines (ATMs), Internet banking, telephone banking and debit cards. The Bank provides various brokerage services, including discount brokerage through Infinex, personal financial planning and consultation regarding mutual funds. As of December 31, 2016, the Bank operated 26 full service branch offices providing a range of commercial and consumer banking and trust services in Kent County, Ottawa County, and northern Allegan County, Michigan."
ceo,Mr. Ronald Haan
sector,Financial Services
country,US
fullTimeEmployees,285
phone,16168201444
address,10753 Macatawa Dr
city,Holland
state,MICHIGAN
zip,49424
dcfDiff,
dcf,15.27
image,https://financialmodelingprep.com/image-stock/MCBC.png
ipoDate,1998-04-02
defaultImage,False
