,0
symbol,BBW
price,4.23
beta,2.41282
volAvg,174675
mktCap,65952468
lastDiv,0.0
range,1.01-5.68
changes,0.14
companyName,Build-A-Bear Workshop Inc
currency,USD
cik,0001113809
isin,US1200761047
cusip,120076104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Retail
website,https://www.buildabear.com
description,"Build-A-Bear Workshop, Inc. operates as a retailer of plush animals, which engages in the provision of coordinated selection of merchandise, including different styles of clothing, shoes, and accessories for the stuffed animals. The company is headquartered in St. Louis, Missouri and currently employs 1,000 full-time employees. The firm's segments include direct-to-consumer (DTC), international franchising and commercial. The DTC segment includes the activities of Company-owned stores in the United States, Canada, the United Kingdom, Ireland and Denmark, and other retail delivery operations, including its e-commerce sites and temporary stores. The international franchising segment includes the licensing activities of its franchise agreements with store locations in Europe, Asia, Australia, Africa, the Middle East and Mexico. The commercial segment markets the naming and branding rights of its intellectual properties for third-party use. Its retail stores offer various merchandise, including over 30 different styles of animals to be stuffed, sounds and scents that can be added to the stuffed animals, and a range of clothing, shoes and accessories, among others."
ceo,Mr. Sharon John
sector,Consumer Cyclical
country,US
fullTimeEmployees,1000
phone,13144238000
address,1954 Innerbelt Business Center Dr
city,St. Louis
state,MISSOURI
zip,63114
dcfDiff,
dcf,5.03073
image,https://financialmodelingprep.com/image-stock/BBW.png
ipoDate,2004-10-28
defaultImage,False
