,0
symbol,HEAR
price,17.54
beta,2.08549
volAvg,569670
mktCap,266390512
lastDiv,0.0
range,4.05-22.94
changes,0.14
companyName,Turtle Beach Corp
currency,USD
cik,0001493761
isin,US9004502061
cusip,900450206
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Consumer Electronics
website,http://corp.turtlebeach.com/
description,"Turtle Beach Corp. engages in the development, commercialization, and marketing of audio peripherals. The company is headquartered in San Diego, California and currently employs 116 full-time employees. The firm is engaged in developing, commercializing and marketing products under the Turtle Beach and HyperSound brands. Turtle Beach is a provider of headset solutions for use across multiple platforms, including video game and entertainment consoles, handheld consoles, personal computers, tablets and mobile devices. Turtle Beach headsets are distributed across North America, South America, Europe, the Middle East, Africa, Australia and Asia. HyperSound technology is an audio solution that provides a means of projecting sound in a directional manner, without use of speaker arrays, to a specific location creating a precise audio zone."
ceo,Mr. Juergen Stark
sector,Technology
country,US
fullTimeEmployees,213
phone,18884968001
address,11011 Via Frontera Ste A
city,San Diego
state,CALIFORNIA
zip,92127
dcfDiff,
dcf,18.5058
image,https://financialmodelingprep.com/image-stock/HEAR.png
ipoDate,2012-03-22
defaultImage,False
