,0
symbol,GPS
price,21.828
beta,1.72216
volAvg,9598612
mktCap,8154787300
lastDiv,0.4855
range,5.26-25.41
changes,0.098
companyName,Gap Inc
currency,USD
cik,0000039911
isin,US3647601083
cusip,364760108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Apparel Retail
website,https://www.gapinc.com/
description,"Gap, Inc. operates as a global apparel retail company. The company is headquartered in San Francisco, California and currently employs 135,000 full-time employees. The firm offers apparel, accessories and personal care products for men, women and children under the Gap, Banana Republic, Old Navy, Athleta and Intermix brands. Its products are available to customers online through Company-owned Websites and through the use of third-parties that provide logistics and fulfillment services. In addition to operating in the specialty, outlet, online and franchise channels, it also uses the Company's omni-channel capabilities to bridge the digital world and physical stores. Its omni-channel services, including order-in-store, reserve-in-store, find-in-store and ship-from-store are tailored across its portfolio of brands. The company also sells products that are designed and manufactured by branded third-parties, especially at its Intermix brands. The company has Company-operated stores in the United States, Canada, the United Kingdom, France, Ireland, Japan, Italy, China, Hong Kong, Taiwan, and Mexico."
ceo,Mr. Mark Breitbard
sector,Consumer Cyclical
country,US
fullTimeEmployees,129000
phone,14154270100
address,2 Folsom St
city,San Francisco
state,CALIFORNIA
zip,94105
dcfDiff,105.84
dcf,22.2185
image,https://financialmodelingprep.com/image-stock/GPS.jpg
ipoDate,1976-07-30
defaultImage,True
