,0
symbol,HNI
price,36.02
beta,1.19227
volAvg,191555
mktCap,1538579970
lastDiv,1.525
range,16.61-42.9
changes,0.335
companyName,HNI Corp
currency,USD
cik,0000048287
isin,US4042511000
cusip,404251100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Business Equipment & Supplies
website,http://www.hnicorp.com/
description,"HNI Corp. is engaged in the manufacturing and trading of office furniture. The company is headquartered in Muscatine, Iowa and currently employs 8,700 full-time employees. The firm's office furniture products include panel-based and freestanding furniture systems, seating, storage and tables. The firm's segments include office furniture and hearth products. The office furniture segment manufactures and markets a line of metal and wood commercial and home office furniture, which includes storage products, desks, credenzas, chairs, tables, bookcases, freestanding office partitions, and panel systems and other related products. The hearth products segment manufactures and markets a line of gas, electric, wood and biomass burning fireplaces, inserts, stoves, facings and accessories, principally for the home. The company offers hearth products under various brands, such as Heatilator, Heat & Glo, Majestic, Monessen, Quadra-Fire, Harman Stove, Vermont Castings and PelPro. Its office furniture products are sold under various brands, such as HON, OFM, basyx by HON, Lamex and ERGO."
ceo,Mr. Jeffrey Lorenger
sector,Industrials
country,US
fullTimeEmployees,8400
phone,15632727400
address,"600 E Second St, PO Box 1109"
city,Muscatine
state,IOWA
zip,52761-0071
dcfDiff,
dcf,37.2072
image,https://financialmodelingprep.com/image-stock/HNI.png
ipoDate,1998-07-02
defaultImage,False
