,0
symbol,EQS
price,1.13
beta,1.01632
volAvg,23955
mktCap,15275453
lastDiv,0.0
range,0.74-1.89
changes,0.0
companyName,EQUUS Total Return Inc
currency,USD
cik,0000878932
isin,US2947661003
cusip,294766100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.equuscap.com/
description,"Equus Total Return, Inc. is a closed-end management investment company. The Company's investment objective is to maximize the total return to its stockholders in the form of current investment income and long-term capital gains by investing in the debt and equity securities of small and middle market capitalization companies that are generally not publicly traded at the time of its investment. It also seeks to purchase interests in oil and gas properties. It invests in various industries, including shipping products and services, energy, financial services, business products and services and media. Its investments in portfolio securities comprise various type of securities, including common stock, limited liability company investments and secured and subordinated debt. It may also invest with other co-investors, including private equity firms, business development companies, small business investment companies, venture capital groups, institutional investors and individual investors."
ceo,Mr. John Hardy
sector,Financial Services
country,US
fullTimeEmployees,0
phone,17135290900
address,700 Louisiana St Fl 48
city,Houston
state,TEXAS
zip,77002
dcfDiff,-1.9
dcf,3.76517
image,https://financialmodelingprep.com/image-stock/EQS.jpg
ipoDate,1992-09-11
defaultImage,True
