,0
symbol,NGHCO
price,25.38
beta,0.593591
volAvg,12830
mktCap,2754770430
lastDiv,1.876
range,7.759-25.64
changes,0.07
companyName,National General Holdings Corp Depositary Shares
currency,USD
cik,
isin,
cusip,
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Insurance Property & Casualty
website,http://www.nationalgeneral.com
description,
ceo,Mr. Barry Samuel Karfunkel
sector,Financial Services
country,United States
fullTimeEmployees,9200
phone,212-380-9500
address,59 Maiden Lane
city,New York
state,NY
zip,10038
dcfDiff,-22.52
dcf,0.0
image,https://financialmodelingprep.com/image-stock/NGHCO.jpg
ipoDate,
defaultImage,True
